-2.652268431264341864e-01,-1.212034938605315165e-01
-1.646623742642128740e-01,-9.584581728330682227e-02
-3.286747268409198064e-01,-5.309670121028683409e-01
-5.015611161703359411e-01,-2.814785128359200139e-01
-9.980803977506171043e-02,9.079464371868073425e-02
3.303370479635724943e-01,2.607237606697786481e-01
-4.033040864957496696e-01,1.717210095949090187e-01
-2.479241134321439471e-02,6.878024113676384221e-03
-3.984031435394883580e-01,-5.077618436886791042e-02
-2.239395648565719044e-01,-1.859981975141202504e-01
1.132373750784815003e-01,3.984576173730366433e-01
4.554589505694575657e-01,5.905137558086200888e-01
2.043206358115340349e-01,3.337573626448813169e-01
1.611963187657908247e-01,2.795245653569072841e-01
-6.914707513351450729e-03,2.172552013035544682e-01
-1.571588140340657302e-02,2.558015913233770977e-01
-2.223605983842809330e-01,-3.521340590211618493e-01
-2.434371014819076140e-01,-3.505382656957241050e-01
-3.154066790344880467e-01,4.143056866645355996e-02
1.535915233528789003e-01,-4.115423489672088986e-02
-4.805127463489394790e-01,-6.392145056021504290e-01
-1.013512792713704869e+00,-1.865382254039677501e-01
4.418600973549843824e-01,2.918531210867634229e-01
1.200434760885539104e-01,-2.978595273329349702e-01
1.117796521637679785e-01,2.148180514755716475e-01
-1.744592998259737737e-02,2.470617095278255515e-01
1.178704707424999137e-01,1.013312724897736383e-01
-2.975518029640550899e-01,8.566946313247207623e-02
4.414076931334331988e-03,-3.403422059967707303e-01
-5.349427216648765249e-02,-2.387478666972620567e-01
1.742045606413728659e-02,2.455345058530381680e-02
-4.229021859974936848e-01,-4.686894199037635045e-01
-9.412136470183726789e-02,-5.748777674022754330e-02
7.931224914917719970e-02,8.727482811478604052e-02
-1.759528956187500492e-02,-2.182175064250118854e-03
1.269502337784443047e-01,3.486435655679112622e-02
1.030392067835414066e-01,2.618322959948111706e-01
3.026619241520733805e-01,3.665801954925749229e-01
-2.951541671124399691e-01,-8.168813774510678971e-02
2.645961689948581608e-01,1.092736156884827198e-01
2.952919252598784627e-01,5.620527248791234998e-01
-7.234183429648274877e-02,-3.008974540476629933e-01
-4.231084046782682684e-01,1.856767922014869732e-01
-2.322473403592175967e-01,-8.610121194316495974e-02
7.869767929643649296e-02,2.190911293502650903e-01
-1.688688608673347136e-01,2.996556935873181393e-01
-7.786436875816699077e-02,2.604349083670548515e-01
3.007598050378702467e-02,-6.430501752821209116e-02
4.188844801357309577e-02,2.279524180986217674e-01
2.408568770276680038e-01,4.219964323727143363e-01
-4.734534807446626192e-02,2.831307489750028439e-01
1.409564325923721440e-01,8.916225108094030793e-02
-3.238362382716118981e-01,-1.503136183178183649e-01
-1.874226714235441293e-03,2.909586783888811964e-02
2.280132468105640631e-01,2.167302782757231927e-01
-6.652960824065667911e-01,-5.764262483869958542e-01
-1.980606976273706354e-02,-1.265972605244734261e-01
-7.501710685701934445e-01,-3.489128731952272355e-01
-3.045661464911976202e-01,1.254714223623331348e-01
4.816957315106128457e-01,2.798660964133610207e-01
-1.912143263143254446e-01,3.525389486468130662e-01
-3.840171985132475596e-01,-6.526053465432234413e-01
-4.493416597726451189e-01,-5.598532570931095131e-01
-2.133768960313739416e-01,1.262391641828654598e-01
2.182360216546117004e-01,4.411760868112116207e-01
2.237490993226007863e-01,7.589277676807544282e-01
-5.546331800612291918e-01,-5.790024062397737259e-01
-2.174471515760198481e-02,-5.919325562898999221e-02
-1.408787415319317504e-01,-1.714357040183655395e-02
-8.163722453609832674e-02,2.573117685517545272e-01
-1.359180358255875354e-01,-4.120104309528636877e-02
-3.020544729565649567e-02,1.827841437695487681e-01
-1.296768225460403490e-01,-3.547878686514740476e-01
1.592592301572631069e-02,4.731280881474883571e-02
-3.038426491948952868e-01,1.027264711860972485e-01
-5.490153612334038868e-01,-3.597576326301814564e-01
-1.096233746177572299e-01,-5.292456340264678483e-02
